frame_index,global_index,task,subject_id,session_id,event_label,fold,seed,inner_split,purpose,group_count_before,selected_count
141439,15160,ssvep,12,1,6.67,1,0,4,eval,25,25
141440,15161,ssvep,12,1,5.45,1,0,4,eval,25,25
141441,15162,ssvep,12,1,5.45,1,0,4,eval,25,25
141442,15163,ssvep,12,1,8.57,1,0,4,eval,25,25
141443,15164,ssvep,12,1,8.57,1,0,4,eval,25,25
141444,15165,ssvep,12,1,5.45,1,0,4,eval,25,25
141445,15166,ssvep,12,1,6.67,1,0,4,eval,25,25
141446,15167,ssvep,12,1,6.67,1,0,4,eval,25,25
141447,15168,ssvep,12,1,8.57,1,0,4,eval,25,25
141448,15169,ssvep,12,1,6.67,1,0,4,eval,25,25
141449,15170,ssvep,12,1,6.67,1,0,4,eval,25,25
141450,15171,ssvep,12,1,5.45,1,0,4,eval,25,25
141451,15172,ssvep,12,1,5.45,1,0,4,eval,25,25
141452,15173,ssvep,12,1,5.45,1,0,4,eval,25,25
141453,15174,ssvep,12,1,12.0,1,0,4,eval,25,25
141454,15175,ssvep,12,1,6.67,1,0,4,eval,25,25
141455,15176,ssvep,12,1,8.57,1,0,4,eval,25,25
141456,15177,ssvep,12,1,8.57,1,0,4,eval,25,25
141457,15178,ssvep,12,1,12.0,1,0,4,eval,25,25
141458,15179,ssvep,12,1,12.0,1,0,4,eval,25,25
141459,15180,ssvep,12,1,5.45,1,0,4,eval,25,25
141460,15181,ssvep,12,1,8.57,1,0,4,eval,25,25
141461,15182,ssvep,12,1,8.57,1,0,4,eval,25,25
141462,15183,ssvep,12,1,5.45,1,0,4,eval,25,25
141463,15184,ssvep,12,1,8.57,1,0,4,eval,25,25
141464,15185,ssvep,12,1,8.57,1,0,4,eval,25,25
141465,15186,ssvep,12,1,6.67,1,0,4,eval,25,25
141466,15187,ssvep,12,1,12.0,1,0,4,eval,25,25
141467,15188,ssvep,12,1,6.67,1,0,4,eval,25,25
141468,15189,ssvep,12,1,8.57,1,0,4,eval,25,25
141469,15190,ssvep,12,1,8.57,1,0,4,eval,25,25
141470,15191,ssvep,12,1,5.45,1,0,4,eval,25,25
141471,15192,ssvep,12,1,8.57,1,0,4,eval,25,25
141472,15193,ssvep,12,1,5.45,1,0,4,eval,25,25
141473,15194,ssvep,12,1,12.0,1,0,4,eval,25,25
141474,15195,ssvep,12,1,12.0,1,0,4,eval,25,25
141475,15196,ssvep,12,1,8.57,1,0,4,eval,25,25
141476,15197,ssvep,12,1,5.45,1,0,4,eval,25,25
141477,15198,ssvep,12,1,12.0,1,0,4,eval,25,25
141478,15199,ssvep,12,1,12.0,1,0,4,eval,25,25
141479,15200,ssvep,12,1,6.67,1,0,4,eval,25,25
141480,15201,ssvep,12,1,8.57,1,0,4,eval,25,25
141481,15202,ssvep,12,1,5.45,1,0,4,eval,25,25
141482,15203,ssvep,12,1,8.57,1,0,4,eval,25,25
141483,15204,ssvep,12,1,8.57,1,0,4,eval,25,25
141484,15205,ssvep,12,1,5.45,1,0,4,eval,25,25
141485,15206,ssvep,12,1,6.67,1,0,4,eval,25,25
